Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Barrel Color (product.metafields.custom.barrel_color),Barrel Shape (product.metafields.custom.barrel_shape),Bat Series (product.metafields.custom.bat_series),Compatible Helmet Type (product.metafields.custom.compatible_helmet_type),Facemask/No Facemask (product.metafields.custom.facemask_no_facemask),Knob Shape (product.metafields.custom.knob_shape),Leadtime (product.metafields.custom.leadtime),Level of Play (product.metafields.custom.level_of_play),Custom Pricing Upgrades (product.metafields.custom.pricing),Key Specs (product.metafields.portul.keyspecs),Includes (product.metafields.product.includes),Product rating count (product.metafields.reviews.rating_count),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Colors (product.metafields.specs.color),Head Circumference — Size (product.metafields.specs.headcircumferencesize),Material (product.metafields.specs.material),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Status
f7x-egop-iii-facemask,,,,,,,,,Carbon Steel,,,Navy,,,,,23315208,453.59237,shopify,continue,manual,84.99,,true,true,,,,,714195929953,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIIIMaroon_be32d089-0123-4905-bb3e-970bff485f9e.png?v=1765465660,8,#color_maroon,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIIINavy_893f67c2-b684-489d-9e97-e8ddede908d2.png?v=1765465660,lb,,54.50,,,,
f7x-egop-iii-facemask,,,,,,,,,Carbon Steel,,,Orange,,,,,23315209,453.59237,shopify,continue,manual,84.99,,true,true,,,,,714195930058,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIIINavy_893f67c2-b684-489d-9e97-e8ddede908d2.png?v=1765465660,9,#color_navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIIIBurntOrange_8a5cb94e-4b28-427f-8789-a10534bc6dee.png?v=1765465660,lb,,54.50,,,,
f7x-egop-iii-facemask,,,,,,,,,Carbon Steel,,,Purple,,,,,23315211,453.59237,shopify,continue,manual,84.99,,true,true,,,,,714195930157,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIIIBurntOrange_8a5cb94e-4b28-427f-8789-a10534bc6dee.png?v=1765465660,10,#color_orange,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIIIPurple_8a60bc64-e3f8-47c1-af92-4c525897f52b.png?v=1765465660,lb,,54.50,,,,
f7x-egop-iii-facemask,,,,,,,,,Carbon Steel,,,Scarlet,,,,,23315203,453.59237,shopify,continue,manual,84.99,,true,true,,,,,714195929557,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIIIPurple_8a60bc64-e3f8-47c1-af92-4c525897f52b.png?v=1765465660,11,#color_purple,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIIIScarlet_8b066efa-d642-406e-8187-99382f7086b0.png?v=1765465660,lb,,54.50,,,,
f7x-egop-iii-facemask,,,,,,,,,Carbon Steel,,,True Royal Blue,,,,,23315215,453.59237,shopify,continue,manual,84.99,,true,true,,,,,714195930454,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIIIScarlet_8b066efa-d642-406e-8187-99382f7086b0.png?v=1765465660,12,#color_scarlet,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIIIRoyalBlue_e871f23e-568c-4f60-8517-c95ad398c77e.png?v=1765465660,lb,,54.50,,,,
f7x-egop-iii-facemask,,,,,,,,,Carbon Steel,,,White,,,,,23315202,453.59237,shopify,continue,manual,84.99,,true,true,,,,,714195929458,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIIIWhite_bd0678e1-f30e-4655-80a8-2d5aa04fb3c2.png?v=1765465659,13,#color_whtite,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIIIWhite_bd0678e1-f30e-4655-80a8-2d5aa04fb3c2.png?v=1765465659,lb,,54.50,,,,
f7x-egop-iii-facemask,,,,,,,,,Titanium,,,Black,,,,,24305206,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195873133,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProFacemaskGuidev2.1_5e77a829-b574-4333-aa81-7551f6424073.jpg?v=1765465660,14,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIIIBlack_b1ae297d-33bf-4171-be3b-7c09a49faf3b.png?v=1765465660,lb,,128.00,,,,
f7x-egop-iii-facemask,,,,,,,,,Titanium,,,Cardinal,,,,,24305218,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195886416,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIIICardinal_5a44ae0e-0419-4829-b50a-eeae8f812427.png?v=1765465659,lb,,128.00,,,,
f7x-egop-iii-facemask,,,,,,,,,Titanium,,,Dark Green,,,,,24305214,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195886515,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIIIDarkGreen_a10aec3c-89d6-4af1-8951-1b676250f6d5.png?v=1765465660,lb,,128.00,,,,
f7x-egop-iii-facemask,,,,,,,,,Titanium,,,Gold,,,,,24305204,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195873034,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIIIAthleticGold_8f15aadd-7623-469e-bef5-1e09443d23fc.png?v=1765465660,lb,,128.00,,,,
f7x-egop-iii-facemask,,,,,,,,,Titanium,,,Gray,,,,,24305201,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195872730,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIIIGray.png?v=1765465660,lb,,128.00,,,,
f7x-egop-iii-facemask,,,,,,,,,Titanium,,,Kelly Green,,,,,24305207,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195873232,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIIIKellyGreen_9053da5a-fc3e-40df-9ec0-adff7de93b66.png?v=1765465660,lb,,128.00,,,,
f7x-egop-iii-facemask,,,,,,,,,Titanium,,,Maroon,,,,,24305212,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195873638,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIIIMaroon_be32d089-0123-4905-bb3e-970bff485f9e.png?v=1765465660,lb,,128.00,,,,
f7x-egop-iii-facemask,,,,,,,,,Titanium,,,Navy,,,,,24305208,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195873331,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIIINavy_893f67c2-b684-489d-9e97-e8ddede908d2.png?v=1765465660,lb,,128.00,,,,
f7x-egop-iii-facemask,,,,,,,,,Titanium,,,Orange,,,,,24305209,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195873430,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIIIBurntOrange_8a5cb94e-4b28-427f-8789-a10534bc6dee.png?v=1765465660,lb,,128.00,,,,
f7x-egop-iii-facemask,,,,,,,,,Titanium,,,Purple,,,,,24305211,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195873539,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIIIPurple_8a60bc64-e3f8-47c1-af92-4c525897f52b.png?v=1765465660,lb,,128.00,,,,
f7x-egop-iii-facemask,,,,,,,,,Titanium,,,Scarlet,,,,,24305203,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195872938,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIIIScarlet_8b066efa-d642-406e-8187-99382f7086b0.png?v=1765465660,lb,,128.00,,,,
f7x-egop-iii-facemask,,,,,,,,,Titanium,,,True Royal Blue,,,,,24305215,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195886317,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIIIRoyalBlue_e871f23e-568c-4f60-8517-c95ad398c77e.png?v=1765465660,lb,,128.00,,,,
f7x-egop-iii-facemask,,,,,,,,,Titanium,,,White,,,,,24305202,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195872839,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIIIWhite_bd0678e1-f30e-4655-80a8-2d5aa04fb3c2.png?v=1765465659,lb,,128.00,,,,
f7x-egop-iv-facemask,F7X-EGOP IV FACEMASK,"<ul>
<li>Fits all sizes of Schutt F7 Pro and F7 AiR (Youth and Varsity) football helmets<br>
<ul>
<li>
<em><strong>Note: This facemask only fits on the F7 Pro and F7 AiR and does not fit on previous F7 models. </strong></em><br>
</li>
</ul>
</li>
<li>Designed to accommodate all major brands of eye shields/visors</li>
<li>Carbon steel is football's most popular facemask material; titanium is 60% lighter than carbon steel</li>
<li>Specialized for running back, wide receiver, tight end, defensive back, linebacker, and defensive end positions<br>
</li>
<li>
<em><strong>Note:</strong></em>facemask attachment hardware not included (facemask attachment hardware is included with helmets)</li>
</ul>",Schutt,Apparel & Accessories > Clothing Accessories > Hats,Football Facemask,"",true,Material,Carbon Steel,,Color,Black,,,,,23315606,453.59237,shopify,continue,manual,84.99,,true,true,,,,,714195934957,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIVBlack.png?v=1765465656,1,#color_black,false,,"The F7X-EGOP facemask fits all Schutt F7 Pro and F7 AiR helmet sizes and is specialized for running back, wide receiver, tight end, defensive back, linebacker, and defensive end positions. Compatible only with the F7 Pro and F7 AiR.",,,,"F7 Pro
F7 AiR
F7 AiR Youth",,,,All Levels,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIVBlack.png?v=1765465656,lb,,54.50,true,,,active
f7x-egop-iv-facemask,,,,,,,,,Carbon Steel,,,Cardinal,,,,,23315618,453.59237,shopify,continue,manual,84.99,,true,true,,,,,714195935756,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIVRoyalBlue.png?v=1765465655,2,#color_true royal blue,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIVCardinal.png?v=1765465655,lb,,54.50,,,,
f7x-egop-iv-facemask,,,,,,,,,Carbon Steel,,,Dark Green,,,,,23315614,453.59237,shopify,continue,manual,84.99,,true,true,,,,,714195935558,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIVCardinal.png?v=1765465655,3,#color_cardinal,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIVDarkGreen.png?v=1765465655,lb,,54.50,,,,
f7x-egop-iv-facemask,,,,,,,,,Carbon Steel,,,Gold,,,,,23315604,453.59237,shopify,continue,manual,84.99,,true,true,,,,,714195934858,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIVDarkGreen.png?v=1765465655,4,#color_dark green,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIVAthleticGold.png?v=1765465655,lb,,54.50,,,,
f7x-egop-iv-facemask,,,,,,,,,Carbon Steel,,,Gray,,,,,23315601,453.59237,shopify,continue,manual,84.99,,true,true,,,,,714195934551,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIVAthleticGold.png?v=1765465655,5,#color_gold,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIVGray.png?v=1765465656,lb,,54.50,,,,
f7x-egop-iv-facemask,,,,,,,,,Carbon Steel,,,Kelly Green,,,,,23315607,453.59237,shopify,continue,manual,84.99,,true,true,,,,,714195935053,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIVGray.png?v=1765465656,6,#color_gray,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIVKellyGreen.png?v=1765465656,lb,,54.50,,,,
f7x-egop-iv-facemask,,,,,,,,,Carbon Steel,,,Maroon,,,,,23315612,453.59237,shopify,continue,manual,84.99,,true,true,,,,,714195935459,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIVKellyGreen.png?v=1765465656,7,#color_kelly green,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIVMaroon.png?v=1765465656,lb,,54.50,,,,
f7x-egop-iv-facemask,,,,,,,,,Carbon Steel,,,Navy,,,,,23315608,453.59237,shopify,continue,manual,84.99,,true,true,,,,,714195935152,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIVMaroon.png?v=1765465656,8,#color_maroon,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIVNavy.png?v=1765465655,lb,,54.50,,,,
f7x-egop-iv-facemask,,,,,,,,,Carbon Steel,,,Orange,,,,,23315609,453.59237,shopify,continue,manual,84.99,,true,true,,,,,714195935251,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIVNavy.png?v=1765465655,9,#color_navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIVBurntOrange.png?v=1765465656,lb,,54.50,,,,
f7x-egop-iv-facemask,,,,,,,,,Carbon Steel,,,Purple,,,,,23315611,453.59237,shopify,continue,manual,84.99,,true,true,,,,,714195935350,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIVBurntOrange.png?v=1765465656,10,#color_orange,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIVPurple.png?v=1765465656,lb,,54.50,,,,
f7x-egop-iv-facemask,,,,,,,,,Carbon Steel,,,Scarlet,,,,,23315603,453.59237,shopify,continue,manual,84.99,,true,true,,,,,714195934759,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIVPurple.png?v=1765465656,11,#color_purple,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIVScarlet.png?v=1765465656,lb,,54.50,,,,
f7x-egop-iv-facemask,,,,,,,,,Carbon Steel,,,True Royal Blue,,,,,23315615,453.59237,shopify,continue,manual,84.99,,true,true,,,,,714195935657,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIVScarlet.png?v=1765465656,12,#color_scarlet,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIVRoyalBlue.png?v=1765465655,lb,,54.50,,,,
f7x-egop-iv-facemask,,,,,,,,,Carbon Steel,,,White,,,,,23315602,453.59237,shopify,continue,manual,84.99,,true,true,,,,,714195934650,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIVWhite.png?v=1765465656,13,#color_white,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIVWhite.png?v=1765465656,lb,,54.50,,,,
f7x-egop-iv-facemask,,,,,,,,,Titanium,,,Black,,,,,24305606,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195878336,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProFacemaskGuidev2.1_006cc49e-5439-4d89-8e7a-ab1f41f83ce3.jpg?v=1765465656,14,"",,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIVBlack.png?v=1765465656,lb,,128.00,,,,
f7x-egop-iv-facemask,,,,,,,,,Titanium,,,Cardinal,,,,,24305618,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195879135,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIVCardinal.png?v=1765465655,lb,,128.00,,,,
f7x-egop-iv-facemask,,,,,,,,,Titanium,,,Dark Green,,,,,24305614,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195878930,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIVDarkGreen.png?v=1765465655,lb,,128.00,,,,
f7x-egop-iv-facemask,,,,,,,,,Titanium,,,Gold,,,,,24305604,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195878237,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIVAthleticGold.png?v=1765465655,lb,,128.00,,,,
f7x-egop-iv-facemask,,,,,,,,,Titanium,,,Gray,,,,,24305601,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195877933,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIVGray.png?v=1765465656,lb,,128.00,,,,
f7x-egop-iv-facemask,,,,,,,,,Titanium,,,Kelly Green,,,,,24305607,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195878435,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIVKellyGreen.png?v=1765465656,lb,,128.00,,,,
f7x-egop-iv-facemask,,,,,,,,,Titanium,,,Maroon,,,,,24305612,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195878831,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIVMaroon.png?v=1765465656,lb,,128.00,,,,
f7x-egop-iv-facemask,,,,,,,,,Titanium,,,Navy,,,,,24305608,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195878534,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIVNavy.png?v=1765465655,lb,,128.00,,,,
f7x-egop-iv-facemask,,,,,,,,,Titanium,,,Orange,,,,,24305609,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195878633,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIVBurntOrange.png?v=1765465656,lb,,128.00,,,,
f7x-egop-iv-facemask,,,,,,,,,Titanium,,,Purple,,,,,24305611,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195878732,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIVPurple.png?v=1765465656,lb,,128.00,,,,
f7x-egop-iv-facemask,,,,,,,,,Titanium,,,Scarlet,,,,,24305603,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195878138,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIVScarlet.png?v=1765465656,lb,,128.00,,,,
f7x-egop-iv-facemask,,,,,,,,,Titanium,,,True Royal Blue,,,,,24305615,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195879036,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIVRoyalBlue.png?v=1765465655,lb,,128.00,,,,
f7x-egop-iv-facemask,,,,,,,,,Titanium,,,White,,,,,24305602,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195878039,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPIVWhite.png?v=1765465656,lb,,128.00,,,,
f7x-egop-vi-facemask,F7X-EGOP VI FACEMASK,"<ul>
<li>Fits all sizes of Schutt F7 Pro and F7 AiR (Youth and Varsity) football helmets<br>
<ul>
<li>
<em><strong>Note: This facemask only fits on the F7 Pro and F7 AiR and does not fit on previous F7 models. </strong></em><br>
</li>
</ul>
</li>
<li>Designed to accommodate all major brands of eye shields/visors</li>
<li>Carbon steel is football's most popular facemask material; titanium is 60% lighter than carbon steel</li>
<li>Specialized for running back, wide receiver, tight end, defensive back, linebacker, and defensive end positions<br>
</li>
<li>
<em><strong>Note: </strong></em>facemask attachment hardware not included (facemask attachment hardware is included with helmets)</li>
</ul>",Schutt,Sporting Goods > Athletics > American Football > American Football Protective Gear > American Football Helmet Accessories > American Football Face Masks,Football Facemask,"",true,Material,Carbon Steel,,Color,Black,,,,,23315806,453.59237,shopify,continue,manual,84.99,,true,true,,,,,714195937552,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPVIBlack.png?v=1765465645,1,#color_black,false,,"The F7X-EGOP VI facemask fits all Schutt F7 Pro and F7 AiR helmet sizes and is specialized for running back, wide receiver, tight end, defensive back, linebacker, and defensive end positions. Compatible only with the F7 Pro and F7 AiR.",,,,"F7 Pro
F7 AiR
F7 AiR Youth",,,,All Levels,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPVIBlack.png?v=1765465645,lb,,54.50,true,,,active
f7x-egop-vi-facemask,,,,,,,,,Carbon Steel,,,Cardinal,,,,,23315818,453.59237,shopify,continue,manual,84.99,,true,true,,,,,714195938351,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPVIRoyalBlue.png?v=1765465646,2,#color_true royal blue,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPVICardinal.png?v=1765465646,lb,,54.50,,,,
f7x-egop-vi-facemask,,,,,,,,,Carbon Steel,,,Dark Green,,,,,23315814,453.59237,shopify,continue,manual,84.99,,true,true,,,,,714195938153,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPVICardinal.png?v=1765465646,3,#color_cardinal,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPVIDarkGreen.png?v=1765465646,lb,,54.50,,,,
f7x-egop-vi-facemask,,,,,,,,,Carbon Steel,,,Gold,,,,,23315804,453.59237,shopify,continue,manual,84.99,,true,true,,,,,714195937453,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPVIDarkGreen.png?v=1765465646,4,#color_dark green,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPVIAthleticGold.png?v=1765465645,lb,,54.50,,,,
f7x-egop-vi-facemask,,,,,,,,,Carbon Steel,,,Gray,,,,,23315801,453.59237,shopify,continue,manual,84.99,,true,true,,,,,714195937156,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPVIAthleticGold.png?v=1765465645,5,#color_gold,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPVIGray.png?v=1765465646,lb,,54.50,,,,
f7x-egop-vi-facemask,,,,,,,,,Carbon Steel,,,Kelly Green,,,,,23315807,453.59237,shopify,continue,manual,84.99,,true,true,,,,,714195937651,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPVIGray.png?v=1765465646,6,#color_grary,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPVIKellyGreen.png?v=1765465646,lb,,54.50,,,,
f7x-egop-vi-facemask,,,,,,,,,Carbon Steel,,,Maroon,,,,,23315812,453.59237,shopify,continue,manual,84.99,,true,true,,,,,714195938054,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPVIKellyGreen.png?v=1765465646,7,#color_kelly green,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPVIMaroon.png?v=1765465646,lb,,54.50,,,,
f7x-egop-vi-facemask,,,,,,,,,Carbon Steel,,,Navy,,,,,23315808,453.59237,shopify,continue,manual,84.99,,true,true,,,,,714195937750,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPVIMaroon.png?v=1765465646,8,#color_maroon,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPVINavy.png?v=1765465645,lb,,54.50,,,,
f7x-egop-vi-facemask,,,,,,,,,Carbon Steel,,,Orange,,,,,23315809,453.59237,shopify,continue,manual,84.99,,true,true,,,,,714195937859,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPVINavy.png?v=1765465645,9,#color_navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPVIBurntOrange.png?v=1765465645,lb,,54.50,,,,
f7x-egop-vi-facemask,,,,,,,,,Carbon Steel,,,Purple,,,,,23315811,453.59237,shopify,continue,manual,84.99,,true,true,,,,,714195937958,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPVIBurntOrange.png?v=1765465645,10,#color_orange,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPVIPurple.png?v=1765465645,lb,,54.50,,,,
f7x-egop-vi-facemask,,,,,,,,,Carbon Steel,,,Scarlet,,,,,23315803,453.59237,shopify,continue,manual,84.99,,true,true,,,,,714195937354,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPVIPurple.png?v=1765465645,11,#color_purple,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPVIScarlet.png?v=1765465645,lb,,54.50,,,,
f7x-egop-vi-facemask,,,,,,,,,Carbon Steel,,,True Royal Blue,,,,,23315815,453.59237,shopify,continue,manual,84.99,,true,true,,,,,714195938252,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPVIScarlet.png?v=1765465645,12,#color_scarlet,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/F7ProEGOPVIRoyalBlue.png?v=1765465646,lb,,54.50,,,,
