Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Barrel Color (product.metafields.custom.barrel_color),Barrel Shape (product.metafields.custom.barrel_shape),Bat Series (product.metafields.custom.bat_series),Compatible Helmet Type (product.metafields.custom.compatible_helmet_type),Facemask/No Facemask (product.metafields.custom.facemask_no_facemask),Knob Shape (product.metafields.custom.knob_shape),Leadtime (product.metafields.custom.leadtime),Level of Play (product.metafields.custom.level_of_play),Custom Pricing Upgrades (product.metafields.custom.pricing),Key Specs (product.metafields.portul.keyspecs),Includes (product.metafields.product.includes),Product rating count (product.metafields.reviews.rating_count),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Colors (product.metafields.specs.color),Head Circumference — Size (product.metafields.specs.headcircumferencesize),Material (product.metafields.specs.material),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Status
f7-egop-iv-nb-vc-facemask,,,,,,,,,Carbon Steel,,,Purple,,,,,23303811,453.59237,shopify,continue,manual,85.00,,true,true,,,,,714195839436,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/qjr8rolmzycibh1biw5a_6a584b83-71f4-4cf9-9e6a-3bb89a9505e6.png?v=1759864226,10,#color_orange,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/itwylidsvtlbml2notcb_46e1bc1e-ab41-46d5-b3e0-1b3d21517056.png?v=1759864226,lb,,54.50,,,,
f7-egop-iv-nb-vc-facemask,,,,,,,,,Carbon Steel,,,Scarlet,,,,,23303803,453.59237,shopify,continue,manual,85.00,,true,true,,,,,714195838835,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/itwylidsvtlbml2notcb_46e1bc1e-ab41-46d5-b3e0-1b3d21517056.png?v=1759864226,11,#color_purple,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/qgkrvcpaxtmvbfnrf07t_2069b871-8e4d-486b-9d97-9948ac5b55a0.png?v=1759864226,lb,,54.50,,,,
f7-egop-iv-nb-vc-facemask,,,,,,,,,Carbon Steel,,,True Royal Blue,,,,,23303815,453.59237,shopify,continue,manual,85.00,,true,true,,,,,714195839733,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/qgkrvcpaxtmvbfnrf07t_2069b871-8e4d-486b-9d97-9948ac5b55a0.png?v=1759864226,12,#color_scarlet,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/u4p8ktnaav2hgekoogwx.png?v=1759864226,lb,,54.50,,,,
f7-egop-iv-nb-vc-facemask,,,,,,,,,Carbon Steel,,,White,,,,,23303802,453.59237,shopify,continue,manual,85.00,,true,true,,,,,714195838736,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/gyvbpborbwrq5lfalaiv.png?v=1759864226,13,#color_white,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/gyvbpborbwrq5lfalaiv.png?v=1759864226,lb,,54.50,,,,
f7-egop-iv-nb-vc-facemask,,,,,,,,,Titanium,,,Black,,,,,24303306,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195792823,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/jv6chn1guoaxfqbtrxnx.png?v=1759864226,lb,,128.00,,,,
f7-egop-iv-nb-vc-facemask,,,,,,,,,Titanium,,,Cardinal,,,,,24303318,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195793622,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/vvpotxmjwyqgwa1ciaue.png?v=1759864226,lb,,128.00,,,,
f7-egop-iv-nb-vc-facemask,,,,,,,,,Titanium,,,Dark Green,,,,,24303314,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195793424,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/k5jum7tayzbiir7la7jz_9e486aa3-ac83-465b-8253-8ebde4979bfe.png?v=1759864226,lb,,128.00,,,,
f7-egop-iv-nb-vc-facemask,,,,,,,,,Titanium,,,Gold,,,,,24303304,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195792724,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/mkxp50oxzlbuey1fp49w.png?v=1759864226,lb,,128.00,,,,
f7-egop-iv-nb-vc-facemask,,,,,,,,,Titanium,,,Gray,,,,,24303301,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195792427,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/SchuttEGOPIVGray.png?v=1759864226,lb,,128.00,,,,
f7-egop-iv-nb-vc-facemask,,,,,,,,,Titanium,,,Kelly Green,,,,,24303307,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195792922,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/ewwvqchhis1oqywufcpd.png?v=1759864226,lb,,128.00,,,,
f7-egop-iv-nb-vc-facemask,,,,,,,,,Titanium,,,Maroon,,,,,24303312,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195793325,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/kvj2z1jzr6haczbeun9l.png?v=1759864226,lb,,128.00,,,,
f7-egop-iv-nb-vc-facemask,,,,,,,,,Titanium,,,Navy,,,,,24303308,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195793028,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/kza2wfcuw1umyf9swnl9.png?v=1759864226,lb,,128.00,,,,
f7-egop-iv-nb-vc-facemask,,,,,,,,,Titanium,,,Orange,,,,,24303309,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195793127,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/qjr8rolmzycibh1biw5a_6a584b83-71f4-4cf9-9e6a-3bb89a9505e6.png?v=1759864226,lb,,128.00,,,,
f7-egop-iv-nb-vc-facemask,,,,,,,,,Titanium,,,Purple,,,,,24303311,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195793226,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/itwylidsvtlbml2notcb_46e1bc1e-ab41-46d5-b3e0-1b3d21517056.png?v=1759864226,lb,,128.00,,,,
f7-egop-iv-nb-vc-facemask,,,,,,,,,Titanium,,,Scarlet,,,,,24303303,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195792625,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/qgkrvcpaxtmvbfnrf07t_2069b871-8e4d-486b-9d97-9948ac5b55a0.png?v=1759864226,lb,,128.00,,,,
f7-egop-iv-nb-vc-facemask,,,,,,,,,Titanium,,,True Royal Blue,,,,,24303315,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195793523,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/u4p8ktnaav2hgekoogwx.png?v=1759864226,lb,,128.00,,,,
f7-egop-iv-nb-vc-facemask,,,,,,,,,Titanium,,,White,,,,,24303302,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195792526,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/gyvbpborbwrq5lfalaiv.png?v=1759864226,lb,,128.00,,,,
f7-egop-vi-nb-vc-facemask,F7 EGOP VI-NB-VC FACEMASK,"<ul>
<li>A part of Schutt's newest line of facemasks €š¬‚¬Å“ stand out from the crowd and be iconic with a unique, sleek, and intimidating facemask</li>
<li>Fits all models and sizes of Schutt F7 helmets<br>
</li>
<li>Designed to accommodate all major brands of eye shields/visors</li>
<li>Specialized for defensive back, wide receiver, running back, linebacker, defensive end, and tight end positions<br>
</li>
<li>
<em><strong>Note:</strong></em><span> </span>facemask attachment hardware not included (facemask attachment hardware is included with helmets)
<ul>
<li>If you are needing to purchase standard attachment hardware, then you can do so here - <a href=""https://schuttsports.com/products/schutt-hardware-pack"">Standard Hardware</a> | <a href=""https://schuttsports.com/products/schutt-quarter-turn-hardware-pair"">Quarter-Turn Hardware</a>
</li>
</ul>
</li>
</ul>",Schutt,,Football Facemask,"DB, DE, LB, RB, TE, WR",true,Material,Carbon Steel,,Color,Black,,,,,23304006,453.59237,shopify,continue,manual,85.00,,true,true,,,,,714195841637,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/apinshb59swanrdou8rd.png?v=1759864233,1,#color_black,false,,,,,,"F7 2.0
F7 VTD
Youth F7 LX1",,,,All Levels,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/apinshb59swanrdou8rd.png?v=1759864233,lb,,54.50,true,,,active
f7-egop-vi-nb-vc-facemask,,,,,,,,,Carbon Steel,,,Cardinal,,,,,23304018,453.59237,shopify,continue,manual,85.00,,true,true,,,,,714195842436,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/hrafhrpljvn6nrbi76wg.png?v=1759864232,2,#color_true royal blue,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/eepoyyp0nvy7xtesox0w_72885e59-fa18-46a6-b697-5659277c3712.png?v=1759864233,lb,,54.50,,,,
f7-egop-vi-nb-vc-facemask,,,,,,,,,Carbon Steel,,,Dark Green,,,,,23304014,453.59237,shopify,continue,manual,85.00,,true,true,,,,,714195842238,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/eepoyyp0nvy7xtesox0w_72885e59-fa18-46a6-b697-5659277c3712.png?v=1759864233,3,#color_cardinal,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/zq2xxmeyvy16wwdeiy8n.png?v=1759864233,lb,,54.50,,,,
f7-egop-vi-nb-vc-facemask,,,,,,,,,Carbon Steel,,,Gold,,,,,23304004,453.59237,shopify,continue,manual,85.00,,true,true,,,,,714195841538,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/zq2xxmeyvy16wwdeiy8n.png?v=1759864233,4,#color_dark green,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/iwxhothh0xjgm6w4j2ml.png?v=1759864233,lb,,54.50,,,,
f7-egop-vi-nb-vc-facemask,,,,,,,,,Carbon Steel,,,Gray,,,,,23304001,453.59237,shopify,continue,manual,85.00,,true,true,,,,,714195841231,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/iwxhothh0xjgm6w4j2ml.png?v=1759864233,5,#color_gold,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/SchuttEGOPVIGray.png?v=1759864233,lb,,54.50,,,,
f7-egop-vi-nb-vc-facemask,,,,,,,,,Carbon Steel,,,Kelly Green,,,,,23304007,453.59237,shopify,continue,manual,85.00,,true,true,,,,,714195841736,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/SchuttEGOPVIGray.png?v=1759864233,6,#color_gray,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/bxab56ai3z9wv5uhs6e5.png?v=1759864233,lb,,54.50,,,,
f7-egop-vi-nb-vc-facemask,,,,,,,,,Carbon Steel,,,Maroon,,,,,23304012,453.59237,shopify,continue,manual,85.00,,true,true,,,,,714195842139,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/bxab56ai3z9wv5uhs6e5.png?v=1759864233,7,#color_kelly green,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/ylqem7y0p4v3xyocxmjq_4b45183d-d029-4126-b171-028a42ea4ea5.png?v=1759864232,lb,,54.50,,,,
f7-egop-vi-nb-vc-facemask,,,,,,,,,Carbon Steel,,,Navy,,,,,23304008,453.59237,shopify,continue,manual,85.00,,true,true,,,,,714195841835,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/ylqem7y0p4v3xyocxmjq_4b45183d-d029-4126-b171-028a42ea4ea5.png?v=1759864232,8,#color_maroon,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/iiaz4gkq9lb05kiluzlj.png?v=1759864233,lb,,54.50,,,,
f7-egop-vi-nb-vc-facemask,,,,,,,,,Carbon Steel,,,Orange,,,,,23304009,453.59237,shopify,continue,manual,85.00,,true,true,,,,,714195841934,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/iiaz4gkq9lb05kiluzlj.png?v=1759864233,9,#color_navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/vm7ghnp4qy4duw14szmz_c773f077-6085-4a25-826f-007bd8931d93.png?v=1759864233,lb,,54.50,,,,
f7-egop-vi-nb-vc-facemask,,,,,,,,,Carbon Steel,,,Purple,,,,,23304011,453.59237,shopify,continue,manual,85.00,,true,true,,,,,714195842030,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/vm7ghnp4qy4duw14szmz_c773f077-6085-4a25-826f-007bd8931d93.png?v=1759864233,10,#color_orange,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/e9hdewyq2ulqswsepcwu_81d41408-1cfd-4a18-b08e-765e97199efb.png?v=1759864233,lb,,54.50,,,,
f7-egop-vi-nb-vc-facemask,,,,,,,,,Carbon Steel,,,Scarlet,,,,,23304003,453.59237,shopify,continue,manual,85.00,,true,true,,,,,714195841439,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/e9hdewyq2ulqswsepcwu_81d41408-1cfd-4a18-b08e-765e97199efb.png?v=1759864233,11,#color_purple,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/fvunmwkfs6xxab1xkrwj.png?v=1759864233,lb,,54.50,,,,
f7-egop-vi-nb-vc-facemask,,,,,,,,,Carbon Steel,,,True Royal Blue,,,,,23304015,453.59237,shopify,continue,manual,85.00,,true,true,,,,,714195842337,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/fvunmwkfs6xxab1xkrwj.png?v=1759864233,12,#color_scarlet,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/hrafhrpljvn6nrbi76wg.png?v=1759864232,lb,,54.50,,,,
f7-egop-vi-nb-vc-facemask,,,,,,,,,Carbon Steel,,,White,,,,,23304002,453.59237,shopify,continue,manual,85.00,,true,true,,,,,714195841330,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/jimmrp5tctpddonbozcb.png?v=1759864233,13,#color_white,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/jimmrp5tctpddonbozcb.png?v=1759864233,lb,,54.50,,,,
f7-egop-vi-nb-vc-facemask,,,,,,,,,Titanium,,,Black,,,,,24303506,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195795428,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/apinshb59swanrdou8rd.png?v=1759864233,lb,,128.00,,,,
f7-egop-vi-nb-vc-facemask,,,,,,,,,Titanium,,,Cardinal,,,,,24303518,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195796227,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/eepoyyp0nvy7xtesox0w_72885e59-fa18-46a6-b697-5659277c3712.png?v=1759864233,lb,,128.00,,,,
f7-egop-vi-nb-vc-facemask,,,,,,,,,Titanium,,,Dark Green,,,,,24303514,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195796029,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/zq2xxmeyvy16wwdeiy8n.png?v=1759864233,lb,,128.00,,,,
f7-egop-vi-nb-vc-facemask,,,,,,,,,Titanium,,,Gold,,,,,24303504,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195795329,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/iwxhothh0xjgm6w4j2ml.png?v=1759864233,lb,,128.00,,,,
f7-egop-vi-nb-vc-facemask,,,,,,,,,Titanium,,,Gray,,,,,24303501,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195795022,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/SchuttEGOPVIGray.png?v=1759864233,lb,,128.00,,,,
f7-egop-vi-nb-vc-facemask,,,,,,,,,Titanium,,,Kelly Green,,,,,24303507,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195795527,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/bxab56ai3z9wv5uhs6e5.png?v=1759864233,lb,,128.00,,,,
f7-egop-vi-nb-vc-facemask,,,,,,,,,Titanium,,,Maroon,,,,,24303512,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195795923,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/ylqem7y0p4v3xyocxmjq_4b45183d-d029-4126-b171-028a42ea4ea5.png?v=1759864232,lb,,128.00,,,,
f7-egop-vi-nb-vc-facemask,,,,,,,,,Titanium,,,Navy,,,,,24303508,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195795626,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/iiaz4gkq9lb05kiluzlj.png?v=1759864233,lb,,128.00,,,,
f7-egop-vi-nb-vc-facemask,,,,,,,,,Titanium,,,Orange,,,,,24303509,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195795725,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/vm7ghnp4qy4duw14szmz_c773f077-6085-4a25-826f-007bd8931d93.png?v=1759864233,lb,,128.00,,,,
f7-egop-vi-nb-vc-facemask,,,,,,,,,Titanium,,,Purple,,,,,24303511,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195795824,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/e9hdewyq2ulqswsepcwu_81d41408-1cfd-4a18-b08e-765e97199efb.png?v=1759864233,lb,,128.00,,,,
f7-egop-vi-nb-vc-facemask,,,,,,,,,Titanium,,,Scarlet,,,,,24303503,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195795220,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/fvunmwkfs6xxab1xkrwj.png?v=1759864233,lb,,128.00,,,,
f7-egop-vi-nb-vc-facemask,,,,,,,,,Titanium,,,True Royal Blue,,,,,24303515,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195796128,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/hrafhrpljvn6nrbi76wg.png?v=1759864232,lb,,128.00,,,,
f7-egop-vi-nb-vc-facemask,,,,,,,,,Titanium,,,White,,,,,24303502,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195795121,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/jimmrp5tctpddonbozcb.png?v=1759864233,lb,,128.00,,,,
f7-ropo-sw-808-nb-vc-facemask,F7 ROPO-SW-808-NB-VC FACEMASK,"<ul>
<li>A part of Schutt's newest line of facemasks €š¬‚¬Å“ stand out from the crowd and be iconic with a unique, sleek, and intimidating facemask</li>
<li>Fits all models and sizes of Schutt F7 helmets</li>
<li>Made only in titanium</li>
<li>Designed to accommodate all major brands of eye shields/visors</li>
<li>Specialized for wide receiver, quarterback, defensive back, and kicker/punter positions<br>
</li>
<li>
<em><strong>Note:</strong></em><span> </span>facemask attachment hardware not included (facemask attachment hardware is included with helmets)
<ul>
<li>If you are needing to purchase standard attachment hardware, then you can do so here - <a href=""https://schuttsports.com/products/schutt-hardware-pack"">Standard Hardware</a> | <a href=""https://schuttsports.com/products/schutt-quarter-turn-hardware-pair"">Quarter-Turn Hardware</a>
</li>
</ul>
</li>
</ul>",Schutt,,Football Facemask,"DB, K/P, QB, WR",true,Color,Black,,,,,,,,24303706,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195798023,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/smlc7dpblsrnzpm1xbsx.png?v=1759864214,1,#color_black,false,,,,,,"F7 2.0
F7 VTD
Youth F7 LX1",,,,All Levels,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/smlc7dpblsrnzpm1xbsx.png?v=1759864214,lb,,128.00,true,,,active
f7-ropo-sw-808-nb-vc-facemask,,,,,,,,,Cardinal,,,,,,,,24303718,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195798832,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/lyjz07a3wiqj3focip49.png?v=1759864214,2,#color_true royal blue,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/wbfstry5mvnrlnryhlyc.png?v=1759864214,lb,,128.00,,,,
f7-ropo-sw-808-nb-vc-facemask,,,,,,,,,Dark Green,,,,,,,,24303714,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195798627,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/wbfstry5mvnrlnryhlyc.png?v=1759864214,3,#color_cardinal,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/avlwdtzt9nz3lmlhvbl9_3f1854d5-6d2d-4ff8-8d34-83dc67c83f6e.png?v=1759864214,lb,,128.00,,,,
f7-ropo-sw-808-nb-vc-facemask,,,,,,,,,Gold,,,,,,,,24303704,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195797927,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/avlwdtzt9nz3lmlhvbl9_3f1854d5-6d2d-4ff8-8d34-83dc67c83f6e.png?v=1759864214,4,#color_dark green,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/md0xhm56a5shw5aoazsm.png?v=1759864214,lb,,128.00,,,,
f7-ropo-sw-808-nb-vc-facemask,,,,,,,,,Gray,,,,,,,,24303701,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195797620,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/md0xhm56a5shw5aoazsm.png?v=1759864214,5,#color_gold,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/SchuttROPO808Gray_e53ab5f3-ed14-4fe7-895b-94ed3072b7b0.png?v=1759864214,lb,,128.00,,,,
f7-ropo-sw-808-nb-vc-facemask,,,,,,,,,Kelly Green,,,,,,,,24303707,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195798122,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/SchuttROPO808Gray_e53ab5f3-ed14-4fe7-895b-94ed3072b7b0.png?v=1759864214,6,#color_gray,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/qm8wixklw3wntp0eew80.png?v=1759864214,lb,,128.00,,,,
f7-ropo-sw-808-nb-vc-facemask,,,,,,,,,Maroon,,,,,,,,24303712,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195798528,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/qm8wixklw3wntp0eew80.png?v=1759864214,7,#color_kelly green,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/vmr0qzkvjeslibczn5jk.png?v=1759864215,lb,,128.00,,,,
f7-ropo-sw-808-nb-vc-facemask,,,,,,,,,Navy,,,,,,,,24303708,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195798221,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/vmr0qzkvjeslibczn5jk.png?v=1759864215,8,#color_maroon,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/yzdypno81cshghgnrti1_6c49bf3e-750e-44f8-9e2e-2ac48400c609.png?v=1759864214,lb,,128.00,,,,
f7-ropo-sw-808-nb-vc-facemask,,,,,,,,,Orange,,,,,,,,24303709,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195798320,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/yzdypno81cshghgnrti1_6c49bf3e-750e-44f8-9e2e-2ac48400c609.png?v=1759864214,9,#color_navy,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/j7ajxmuido25iosua3lx_5d4232e3-fe8b-47a9-9953-c8a822367143.png?v=1759864214,lb,,128.00,,,,
f7-ropo-sw-808-nb-vc-facemask,,,,,,,,,Purple,,,,,,,,24303711,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195798429,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/j7ajxmuido25iosua3lx_5d4232e3-fe8b-47a9-9953-c8a822367143.png?v=1759864214,10,#color_orange,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/iztprirb24tl0z6jn38w.png?v=1759864215,lb,,128.00,,,,
f7-ropo-sw-808-nb-vc-facemask,,,,,,,,,Scarlet,,,,,,,,24303703,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195797828,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/iztprirb24tl0z6jn38w.png?v=1759864215,11,#color_purple,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/pk22poh1odco2myz4tfq_8a67b3df-cda5-497d-8ec3-6adaed3c5531.png?v=1759864214,lb,,128.00,,,,
f7-ropo-sw-808-nb-vc-facemask,,,,,,,,,True Royal Blue,,,,,,,,24303715,453.59237,shopify,continue,manual,215.00,,true,true,,,,,714195798733,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/pk22poh1odco2myz4tfq_8a67b3df-cda5-497d-8ec3-6adaed3c5531.png?v=1759864214,12,#color_scarlet,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0953/1913/0421/files/lyjz07a3wiqj3focip49.png?v=1759864214,lb,,128.00,,,,
